sentences	labels
That is just awful ! He never was much anyway! A grown man acting like that; a bully ! Best to you and hubby Mark ! MAGA	1
Maybe we do need gun control. Lefties can not handle the responsibility.	1
I hope it shows how to plug a bullet hole? People are getting fed up with mommy warriors and bad things are going to happen to Antifa soon if they are not reigned in	1
If it's real those antifa are asking for a broken bone or black eye	0
Sorry...nothing but a setup to try and appease the Socialist Democratic Wacked Out Liberals. We are not stupid	1
Liberals ....cry and complain that all they do URL	1
Can you tell I haven't eaten yet.... Hangry	0
Bitch I’m in the hood serving junkies in a Maybach !!!!	1
Thank you Don Jr! You are absolutely correct!	0
Just because his best stats season was at 34 doesn’t mean he’s the greatest pl midfielder fuck off	1
This is just more proof are beyond unhinged and should never ever have power in this country again. WalkAwayFromDemocrats WalkAway	0
Since I cant do it can you PLEASE call and tell her none of this is her fault bc honestly ppl r being so vicious to her rn and I just hope she is okay URL	0
When he's not imparting these gems Michael Moore is stuffing his face.	1
Army of god?????? You have no concept of who God is. You are army of hate	0
Everytime she opens her mouth more idiocy comes out of it...She is an embarrassment... but then she is a Clinton...	0
Tell her that she is a leader!!!	0
Kurt: Liberals are obsessed with seeing the president's disgusting penis. They fantasize about being in the room with his horrible hog. They can't stop thinking about that mushroom-capped member. [visibly erect]	1
And there was much rejoicing	0
Fuck this !! He acted like The father of the girl killed at Parkland was a bug. Instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an AR 15!	1
Release the documents! Do not listen to the Antifa crowd!	0
I understand how U feel but that’s something the liberals would do. They go low. We don’t. Please. We’re not Antifa. They R We’re not going around shooting at conservatives. They do. We’re not the lying communist socialist lowlifes. They R Let’s not act like they do. Thank U	0
MAGA Warrior VoteRedToSaveAmerica	0
She’s not trying to be a better person she is just trying to save herself from all the horrible things she did!!	0
DEMOCRATS HAVE ORDER THIS MANGINA TO SHUT UP HE IS NOT LISTENING JUST KEEPS ON GOING ON AND ON IN HIS LITTLE MIND HE IS LOYAL TO UNCLE SOROS HIS SISTER MARRIED INTO THE FAMILY URL	1
Proud to be Antifa AF!!!!	0
Which is also posturing nonsense. If they want to oust her they'd forward the requisite letters to their part whip and she would be facing a leadership challenge. Her 'challengers' are as gutless and witless as she is.	1
!maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness she is a child and this officer could have handled this better. Sorry he needs to be fired	1
*Extremistische Idee	0
Conservatives apparently won't do anything because the only thing out of your mouth is words saying what you will do without explaining HOW you will do it. That's OK. We had a decade of Harper showing us the how. You obviously know what Canada thought of him after his majority.	0
What do you mean by not for 45 years? I recall relatively recent local gun control laws being overturned by Congress. Am I misremembering?	0
no. he just needs to play his old position (10) and now he even tracks back which is a good thing. he is deffo not finished	0
That food you made was so mf good. THANK YOU!! lol	0
Good Morning! I just followed you back! Let's give these crazy Liberals Hell!	1
Just another tool in my toolbox. It's an inanimate object unless I animate it. It's not gun control we need it's mental health control! URL	0
I just don’t get it . At least bring him in talk to him work him out feel him out what could the harm be you might just be surprised and sign him if he is what you think he is then don’t it’s just being smart	0
I checked... followed ‍	0
5 slain in Southern California shootings; gunman kills self (from Another mass shooting. When will we learn that it’s past time to do something about gun control? URL	0
Sounds like you’re talking about these people!!!! MAGA URL	0
Right on Shaft. He is SHAFTICUS !	0
Did you see what she said about Travis on Ellen?? That’s one hating ass bitch	1
Keith Ellison Accuser Calls Out Dems Amid Kavanaugh Allegationdouble_exclamation_mark: URL KavanaughConfirmation TuesdayThoughts MAGA	0
3m EU cits living &amp; paying tax in UK who vote in General/local elections. C.1m UK cits in EU +15 yrs who were promised vote in Conservatives 2015 manifesto. Vote Leave broke electoral spending law &amp; police now involved. Russian £ paid to Aaron Banks &amp; interference in campaign.	0
Liars like the Antifa twins you vigorously defend?	1
I'm sure it's just all Democratic political pay for play	1
Followed all patriots that I wasn't already following pls follow back! Thanks for a great list of Trumpsters! MAGA! PatriotsUnite	0
They are violating the conservatives freedom of speech... it’s CENSORSHIP... IMPORTANT Thought Today it is being used against conservatives But who is to say what will be tomorrow? Depends on Who is holding the « power » sounds like how Communism to me	0
Or was it that the local government was taken for themselves!!!! Imagine that a government more worried about their own pockets rather than their peoples.	0
LMAO CRY ME A RIVER YOU SCHMUCK! we had to put up with OVOMIT for 8 LONG YEARS! We kept our mouths shut and put our noses to the grind wheel!!!!! We didn’t RIOT AND CRY!!! GROW UP!	0
Like no one has ever crossed the floor to the liberals. Hypocrite	0
Is it bad that i like Quetsiyah. And thought Amara and Silas deserved it?	0
So funny how the liberals can see this in others but not in themselves!!!!	0
"ALT RIGHT""...LMAO...nope, we're just not Marxists SocialismSucks"""	0
She is coming to Italy! URL	0
So death tolls are determined by studies and computer programs?	0
Anything will Help. Thank you Patriots Maga and if you dont hear from me thanking any who help and share its bc im about to loose signal out here in the rain and batt will die so I gotta get to a place to plug in. Thanks again folks and God Bless URL	1
Jealousy rears its ugly face...I am favored and blessed my girls adore me and so does God.	0
I hope so. Liberals heads exploding is what I'm hoping for	0
Did I say something personal?	0
Good! Kind of makes you wonder what these boneheads have really accomplished? Getting people to not watch them and support their team? Missionaccomplishedwewontwatch maga istand BoycottNFL Trump2020	0
also trump IS a fascist- LITERALLY. the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.	1
maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone	1
He should tell that to Big Bubba when he enters his prison cell	0
That’s because he is a Quack	0
me too..he is a genius	0
"G'day Monique, your son is very handsome. I guess he is going to follow Mom's foot steps and become a Forest Pathologist""!! lol """	0
Is it being awarded by The Onion?	0
*shuving tide pods in mouth* need more gun control nomnom nom nom	0
He too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the Obama administration	1
Is Beto pro-2A or is he for gun control? Where does he stand?	0
At an AntiFa riot and screaming at white people	1
Show me a GOP/Trump supporter mass shooter. You have a problem with me drawing and taking out a active shooter? When I was growing up in SSF you could open carry. Then the black panthers freaked out your elder liberals at the time and they took that away from us.	1
me and my girl walked through San Francisco and I came up with a new game. Homeless or antifa. The homeless are so much more pleasant	0
"Re-read my tweet Brian, gun control"" not ban (your blatant exaggeration not withstanding). """	0
Don’t mess with niggas from Marcy projects george Zimmerman! You gonna get lit!	1
LikeNoOther GameStopContest Laura Croft is great because she is a badass!	1
Why wasn't we given the chance to change our minds for 43years also if we have another vote and you win can we change our minds again or will all changing of minds be banned when you get your way	0
Hi sexy	1
I don't see that as racist though all I see is an undeserving overbearing crybaby throwing a Tantrum like only Serena Williams can pull off. Maybe she's the racist if that's all she sees.	1
CHAD SHE IS A COMMIE SPAR US!!!!!	0
"NOW I KNOW WE HAVE A LOT OF PEOPLE TO FEED, BUT THESE TWO? THESE ARE MINE! NOW GO BACK TO FEEDING PEOPLE, I'M STARVING! I HAVEN'T EATEN IN AT LEAST 40 MINUTES! YOU NEED A MAGA HAT!"" URL"	0
Boi I’m trynna feast on that booty... I mean those noodles	0
"America..!! WalkAway Get out and VOTE or live in POVERTY and SERVITUDE...!!"" MAGA WWG1WGA URL"	1
Missing words are politically motivated. I have visited Israel in the past four times. I am not anti Semitic. There is more anti Semitism and racism in the party. I have never encountered anti Semitic thoughts or actions in the party.	0
"Just wondering whether we should have another election if the wrong"" party get in because 36.9% of the electorate voted for the Conservatives? Or when 35.2% voted Labour in 2005 (and won)?"""	0
Hitler would be so proud of David Hogg trying to disarm American citizen so when Democrats come to power-we are helpless And cannot defend ourselves-&amp; that's why we have they AR15's URL	0
WHAT THE FUCK	1
Sadly you are not wrong	0
If you look it up it will tell you how they did the study he is right	0
Man I’m glad I can make y’all’s day. I just be saying stupid shit on the fly. I ain’t trying I’m just dumb lmao URL	1
Boycott Nike just do it	0
fuck xenoblade chronicles	1
Wow the guy who played the guy pitching a doggy product on Modern Family thinks he is the conscience of the nation. Also can I get Hamilton tickets?	0
Go pop open your lid in the kitchen. Bam there he is.	0
that's exactly what his ass gets lmaoo	1
“Yes. No one should make threats.” Really? What happens with and her call for assassination of ? Of antifa Or the great damage done on inauguration day. Or Parkland &lt;&lt; trained by Obama policies. Or Scalise near “hit?” Go home Swalwell	0
When will people support Gun control? That's more important. Don't you care about humans life? No	0
Liberals always be liberalling. URL	0
Did MAGA hack your twitter lol?	0
Dino you are preaching the truth right now! Tell the masses where it's at !!!!	0
Fuck my bad leslie i def added you tho ! Lmao im give it to ypu now	1
LOL!!! Now will they BURN those? And will they remember to take them off first? One guy didn't. And to burn them OUTSIDE so they don't take down the house as one guy did? Wait until they find out Levis is now pushing gun control. Nazis marching in their tidy whities? Oy.	1
"First thing that comes to mind is another Liberal hit job"" This is the damage Liberals (LibTards) are doing actual victims of Sexual Assault ..................they inciting doubt in everyone's minds. Democrats are not a champion of Woman, nor Minorities.......they covet power URL"	0
Jaws V: When Jaws Jaws Back - Starring Kurt Chiselchest and Lorna Buxom Whud I win? It better not be one of them laser swords...Jess will b jealous.	1
I will never forget what levels you racist liberals went to and what you did to Clarence Thomas. Liberals are the worst people ever.	1
Tbh I only started recently but the only thing I don't like about mineta is how whiny he is	0
Truthfeed News 'JUST IN: FBI Deals Yet Another Devastating Blow to Democrats on Kavanaugh’s Accuser' 2A Prolife URL	1
. please do everyone a favor and delete this false thread and your account while you are at it. URL	0
I just binged watch Seasons 1-3 in 2 days! I need more If you have not seen this show you are missing out. It’s fantastic!! CowboyWayAL FaithCattleCo GodFirst LoveurFamily Bubba Cody Booger	0
I suggest using the 2nd to remove him.	0
Idk man. Pretty sure they’re just good ‘bros’ that are fiscal conservatives when it comes to room and board	0
What has awaken so many women in this country is the asinine over the top stupidity of liberals today!!	1
Yes yes he is Melanie’s boyfriend.	0
Thank you greatest president of all time MAGA	0
hope you are enjoying strictly training !! URL	0
And I have concerns with”Democrats”	0
More woman working because the Liberals have put their husbands out of work.	0
just need to hang in strong together such actions will hand tories a life line on a plate ? without are going to be ripped apart come the next general election	0
Your right. 2nd amendment allows liberals to have guns as well.	0
Yes bitch	1
That's why I am somewhat conflicted in talking shit or defending myself because there are so many VERY INTELLIGENT bright minds out there that have been held hostage by MSM propaganda Peddling. But uhave to read these Documents and dive deep to know who funds Antifa/MSM/DNC etc	1
Don’t worry your time will come play hard and listen the coach Frost he is a winner a championship coach	0
These liberals have no problem lying.	1
not at all! :)	0
As she should be.	0
And you KNOW he is probably saying the softest things and yet he looks like THISfemale_sign: WHAT IS THE TRUTH?!	0
6 million dollars for 2 years left on a contract? WTH was she really doing there?	0
PTL MAGA	0
she is so beautiful!	0
Shit jamming Ju	0
2 Teump haters together - only extreme liberals watch URL	0
Glad you are ok	0
Please add me. Thank you MAGA	0
...but liberals want gun control and gun free zones.	0
He has the msm covering up	0
JFC!! We need gun control NOW.	0
You gotta prove to the world who you are bale!	0
She is a piece of garbage! I can't believe the hatred those bitches on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have &amp; damn proud of it!	1
looking forward to seeing what you are bringing to the market. The rum market has needed some quality infusion for quite some time. Fingers crossed for a quality spiced rum.	0
LEGIT TWEETED 30 SECONDS AFTER THIS WHAT THE-	0
Didn’t even watch. All liberals on there high horses.	0
"...or that he is merely a 'legacy Colonel'"" URL"	0
7 hospital personnel shot dead in Wisconsin with 20-gauge Winchester pump-action shotgun. The NRA blames gun control laws.	1
I’ve always seen myself as a classical Liberaltarian. . . . . I’ll only eat the freshest Classical liberals...	0
I’m not sure where I’m a fan of yet but i know I definitely suck hahaha	1
Some volient actions are done to defend one self. Antifa goal is to stop bank monopoles on our nations.	0
What she really means is for the rest of America to shut up and take all the hate that White Christian Conservatives give out and never fight back	0
Kwasia does ur Shatta Wale even have a career to start with . Idiot..his reign album hype seff Dey zero . As if he is not about to release an album ‍‍ hype no yh vim zero	1
You are confused. JON!	0
Democrats ask yourself is your party fighting for you or to keep their leader's power? The party leaders only care about you as a vote not as a person. Conservatives elect people to represent us and if they don't we elect someone else. walkaway. take note.	0
Give me an H Give me a Y Give me a P Give me an O Give me a C Give me a R Give me a I Give me a T Give me a E Give me an S What's that spell? Liberals	0
Holder is a real quality guy. Wouldn’t know the truth if it hit him in the face	1
Conservatives; the trailer trash party of Canada.	1
They're a dying party. Split between Nationalists and conservatives isn't going to hold too much longer. They just have no real cohesive ideology anymore. It's simply my team is better than your team.	0
liked Trump but he is too scared from democrats. Plus he is making millions making unprofessional short videos. Its pretty much like looting the liberals but legally	0
Go away you are irrelevant	1
Fk River you are a sick individual. Get a life or make the world a better place or end yours. No loss trash IMHO	1
I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time?	1
*goes to song suffragettes* Waitress “who do you think you are?”	0
brexit Chequers proposal is a disaster for Britain ! ChuckChequers now ! URL	0
Honestly i think she should concentrate more on her acting career rather than twitter....she is fantastic actress...but all these twitter comments and political comments will only divert her focus...kuch toh log kahenge..unko kaam hai kehna	0
And there you have it...	0
Maybe she is just supporting a pill that aborts all computer emails. Seems to have worked for her pretty well. Coming to stores soon the Bleachbit Pill. If you buy now they will include a free sledge hammer as well.	0
What a great day!	0
Literally. You are literally a crazy person.	1
We the People Not you the poitician	0
There's only one King	0
Agreed. She is an administration immigration adviser. That is discouraging. She was told to do it. My bet is Miller King of the racist base dog whistle.	0
Cuz liberals are sick of cnn!!!!	1
State Sponsored Kids Protesting the 2nd Amendment? Youth invasion of D.C. took place as young fascists-in-training were corralled into D.C. to demand that govt strip away the liberties of all in the name of gun control URL '	0
Mark my words: BLUEWAVE2018	0
Why is John Kerry running his mouth again as if we cared about what he has to say? I can’t think of a single damn thing Kerry has accomplished besides run his mouth. Trump’s accomplishments exceed anything Kerry could ever dream of. Even before becoming president!	0
I have you and Kaze- I need more.	1
A lot of people in America have serious concerns about the amount of lying you and your ilk are doing	0
BS. No we don't support gun control. We support 2A that says SHALL NOT BE INFRINGED. Go read some history and find out why. You are part of the reason.	1
How do you come up with all these lies. You have not done a thing as far as gun control. Open your eyes Obama your hero had 8 years in office. All your doing is sucking around for the last minute vote.	1
Kyle long is fine. I bet he is just getting rest. Please at Brown over Sims.	0
Yay! You are unblocked I see how you gently responded.	0
Congratz you are going to make a GREAT mom!	0
oh no you guys dont censor the right at all...fucking hypocrites URL	1
Hey why don’t you just leave then? It’s ok we’ll be ok without you. Let us know how much better things are where you end up.	0
"Also cancel school debt"" is the most stupid of all of her ideas. And far left idea of free college is bigoted idea. No wonder conservatives call us ""elitists"". Who is going to pay for technical/trade schools 4 those who are not ""book smart""? Crazy!"""	1
It's not your name. You're account is as fake as a 3 dollar bill. You are about as dense as stale unleavened bread.	0
Can’t rehabilitate a pervert zero tolerance So disappointed in this pope	1
These women knew the knuckledraggers they were marrying and voting for. I have no sympathy for them. They should burn in hell for what they’re doing to their daughters and granddaughters. They’re the innocents here- not women stuffing guns down their yoga pants and yelling MAGA	0
I wouldn't be surprised.	0
What happened to wokeisis	0
At a community meeting he did not answer the question about gun control. Just skirted around it!	0
And we pro Americans are embarrassed and sick of you anti America liberals. There are plenty of countries with the lefts ideology already in place. Move there.	1
"Obama claims robust economy belongs to him and Pelosi blames bad economy"" on Trump. These dem dolts are schizo."""	1
Dump MasterCard	0
WednesdayWisdom Obama appointed liberal Judges tired of looking stupid smacks California law down on gun control 2A URL	1
Forevaaaaaaaaaaa ‍ URL	0
Happy Belated Birthday sexy man	0
I'm sure you are not. You just thought it was free there's nothing wrong with that	0
True. But he is a pretty damn good QB though.	0
psychotic liberals fake media &amp; RINOS are walking on thin ice when they forget that real Americans ...the ones who put Trump in the White House will never allow them to take him out of the White House. BTW..thanks for this Kavanaugh B.S.-insures WE WILL VOTE!! WE ARE SICK OF DC!	1
brexit remain I know your busy with this BUT fiftiesbornwomen ShoulderToShoulder onevoice WePaidInYouPayOut waspi no individual letters in 1995 of major changes to StatePensionage due to 1995 legislation 2007 &amp; 2011 + time on top labour libdem conservatives rectify URL	0
Good morning. You are welcome.	0
Don't listen to him. He is a disgrace &amp; just trying to score points with the MSM. Juan Williams has been very disappointing to listen to because I have liked his opinion on things.	0
Omg i am so sorry u have to go through that but once she is out it would be worth it i love u austin and ell and lets not forget about the new baby you guys are such good people so keep doing what you do best and keep inspiring me and the other ACE FAMILY members i love u guys	0
of coarse he is alex and many other nation leaders are as we;ll lapdpgs URL	1
She just knew she was having a girl!! She is excited now!!	0
Poor Joe he is in bad need of some attention so he attacks the President and his supporters. He said jobs a 3 letter word was the key to prosperity. Guess who delivered those?	0
Hard to know where Colin's lips stop and Nike begins	0
Must be becos the site thinks Teli is a REAL antifa Teli is a Weeb'tifa	0
Liberals without identity politics have nothing.	0
Why do you think liberals hate guns? Bc we don’t think military weapons should be in civilian life? Please.	0
Democrats haven't done anything but cover up ..so all you think you have a solution .ya don't.....you want gun control.? How about abortion control. Free medical. Free ed. Quit tripping	1
"Why do conservatives always cow-tow to liberal narratives? When are conservatives going to begin standing up... boastfully... and put the liberals down. Get over this... we're better than that""...nonsense. If we do not, we may never see conservative strength again. Speak up GOP."""	0
Who do you think you are????????	0
You are the best.	0
He isnt aware of anything; he is just that handsome~	0
Pretty much. As I’ve stated I believe is gun control just not this aspect of it. The guns aren’t the problem the people who shouldn’t have guns are. Where do we draw the line. How do we prevent “bad or crazy” people from shooting up a crowd. Surely we don’t have the answer	0
...the kind of repulsive projections usually reflect back on the source; be careful in what one deems appropriate for others lest it is applied equally to oneself...	0
(s)he is very affectionate and purrs non-stop.	0
She used her power and authoritative position over this child to manipulate him and get him drunk so she would have him at her disposal. Now she is using her gender as an excuse and claiming the victim assaulted her when we have text messages and pictures that show otherwise	0
"Nobody is greek"", that nation was lost, if it ever existed at all.. You are Subsaharan."""	0
He is	0
Not crazy but given she is my wife I feel unqualified to give an unbiased answer lol	0
Eric pay your taxes and go straight to jail.	0
I was kind of shocked. He is gone now. From my feed at least	0
I honestly hope games get to the point where our Consciousness gets ported to the game world itself. Just imagine the worlds of the Elder Scrolls and Fallout like that where you are truly that character now and not just someone looking at screen.	0
This fluffy bastard. URL	1
PakNeedsMediaPolicy So called desi liberals want uncontrolled n unlimited liberty of media that is not acceptable or positive for any society URL	0
Watching liberals get all uppity at you though was the best part. They jump to defend the scum as ever.	0
I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR	1
did you watch the music video for jackets hrgggg i love hank's dumb ass	1
shitt on Pitt - perfect for wiping the seat! URL	1
No. She is a liar.	1
The gauge potential is the connection on the quantum field as like in differential geometry. and the field strength tensor is the curvature tensor.	0
if i done what John Kery did i would be under the jail..just saying oncve you are no longer in a position in the gov't doesnt mean to continue illigally gooing around having meeting and talks with ppl you shouldnt even be in the same room with anymore.just saying!!we have LAWS!!	0
Hmmmm what about the MEPs who we elect in the UK who attend the European Parliament to represent the UK? It’s a framework under which we operate. We’re not the victim until we leave and are then subject to rules we don’t even control. It’s a BrexitShambles. Let’s stop it.	1
Please Declassify Information so American people will know the TRUTH! For Transparency!! BlueRipple KatesWall OBAMASPYGATE NoAmnesty NoDACA MAGA	0
But he’s a Hollywood Elite!	0
You know we will bitch stop talking like that we gotta paper to get nigga	1
THIS SHOULD REMIND ALL Patriots maga WHAT WE STAND AGAINST! WWG1WGA Shocking Undercover Video Exposes Communists Inside Government: “I Break Rules Every Day” - Sara A. Carter URL	0
FBI and Doj lawless? Why so many guilty pleas and cooperation? Sure is strange all of trumps campaign is going down in a first ball of flames yet conservatives still fail to admit the unprecedented level of corruption by GOP and make the needed corrections. Sad	0
We r working 2 save our country from ppl like u. Appropo u you setting the flag on fire just like u set justice on fire. LockHerUp. MAGA	0
this avi!!! Who you think you are.	0
-Student loan debt relief -Increase minimum wage -Stronger gun control laws -Reforms for election process -Stronger environmental protections -Affordable housing for everyone -Stronger protections for women's rights -Net neutrality	0
That won’t happen as he is only comfortable twitting from his golden throne or toilet to most of us.	1
&gt;&gt; old are you? [[She looks like a baby. Makes me wonder what she is doing in this kind of business. ]] Can we sit? [[I motion to the couch but I look to Dion for approval. I know I have no right to ask her or him to include me in their business.]]	0
That is exactly what liberals and Dems think about people on the right. It's funny how we've been pitted against each other when really our interests are all very similar with just some nuances. I'm a criminal defense attorney and I fight every day to protect our bill of rights.	0
He gets confirmed. Conservatives don’t care that he’s a rapist. At all.	1
Man that shit just got me hype like I was watchin it 18 years ago	1
I can’t wait till antifa dorks get shot trying this.	0
We have to fight to not see that here! Gun control out of control.	0
You will be voted out all together You crazy bat...	1
Fake News spewing lies again ! Patriot Voters do not approve of Kaepernick and his Socialist Nike Ads!!	0
which is funny because thats exactly what the problematic members of ANTIFA (An officially recognized terrorist group) want.	0
And not all idiots grandstands like he did	1
If they do this then I'm all FOR the former in that scenario with regards to antifa.	0
thank god for the PPC party eh true conservatives who believe in getting out of the Paris accord and dropping supply and demand on Dairy	0
aaaaaaaaa that’s so exciting!!! the majority of my friends are in second year at this point so the blow i’m about to receive from moving to a whole ass other country hasn’t hit yet.... i’m doing film studies because i hate myself apparently :/ wbu babie	1
Love her she is beautiful	0
Happy Birthday Mrs Aggers - hope you are having a great day URL	0
Don't be so humble... You and your liberals here on twitter do nothing but divide Americans... you deserve the credit.	0
Let’s keep the same energy when talking about gun control after a mass shooting	0
"Nobody wants to take your guns, we just want gun control of what guns we will allow you to have""."""	1
*She is currently helping a customer out on a potion to help with mane loss.* (	0
Liar! Set up by far left. Liberals are so predictable! Americans are into these empty stupid tactics. No one believes you! It’s a politically induced maneuver to attempt to delay the installation of a judge until after midterms. It won’t work. No go write your book!	1
. is also a member of the OpenEd SIG and she is also doing her CMALT altc	0
Bite	0
Because he covers things up very well!!	0
She is. Seriously. Ive cried so hard when I read her DM where she wrote to me “I care” and I’ve cried bc I was happy not sad and yeah that made my day	0
And he was right	0
Who remembers when this was a leftist argument in favor of Antifa right around when they first became national news	0
Jail is TOO KIND for a Pedovore - where is the prosecution?? AGSessions is the church getting away with pedo crimes? What the hell is he holding? is that a tentacle? WTH PedoGateNews	1
1standLast I believe just asked Vontae Davis if he is going to play another game this season. URL via	0
Prove your claim or be exposed as the lying piece of shit you are. Meanwhile... URL	1
She is not a cheater. That chair ump robbed her.	1
While for Republicans there's no difference in % of AGW belief between PhDs and college freshmen because conservatives are more open-minded people who are able to question consensus; plus tend to get degrees in more practical fields like eng. instead of airy fairy artsy BS.	0
I plan on it	0
Ooh but coming from Mr.Rapist We are all the same alias and one person A 55yr old Antifa Granny Go Figure Sept.30th couldn't come anytime sooner isn't that right Brother (Grok) Old toothless will be getting a rude awakening along with his Housewives URL	0
You are the worst	1
Devil worshippers unite!	0
was spreading FakeNews about FYI. MAGA	1
I dont think so..it would mean he is in trouble. Dont wish that on anyone. Isn't that where the Cumm Inn is at?	1
Tories Labour GE2017 Conservatives Conservatives URL sajidjavid: Productive discussions with new Pakistan foreign and interior ministers in Islamabad today. Agreed to improve cooperation on anti-corruption &amp; counter-terrorism - v… URL	0
Probably have their violent liberal Antifa in full force showing us just how much they really care about any humans. Nope I'll never fall for their fake sympathy garbage as long as they pay to have strangers beat to a pulp by KKK hooded thugs. Never!	1
Danish Party that wants to deport Muslims that are on Welfare growing fast. Why oh why Conservatives in the UK don't focus on this I'll never know. MBGA URL	0
At least you’ve been some type of fucked	1
"Gawd you are missing the point so hard. Yes she could have. Point is she is expected too. The responsibility lies solely on the woman in our culture. The man is not berated for his actions. The woman is. Listen to you silly girl"" you are part of that culture."""	1
She is the evolve form.	0
Just fabric not a flag. And she is ok! I love patriotism.	0
"... our railways back into public ownership, as franchises expire or, in other cases, with franchise reviews or break clauses. We will introduce a Public Ownership of the Railways Bill to repeal the Railways Act 1993 under which the Conservatives privatised our railways."""""	0
Tell me did restoring your computer to an earlier date correct your problem you were having ?	0
Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators.	0
My pharmacist is a friend and he told me ALL about it last year! THANK YOU for opening discussing how pharmacists are being held hostage rather than tell WE THE PEOPLE about the price fixes! MAGA	0
I think he WAS black. But thank God the police here behaved professionally. She is SCARY!	1
conservatives have been playing defense WAY too long. ENOUGH. WakeUp MakeAmericaGreatAgain DemocratsDividingAndDestroyingAmerica	0
lmao i really didn’t know him before that at all	0
I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay... Now people are upset because they're not gay... PBS needs to put on a documentary teaching people how puppets are made...	1
Happy for you. Remember your beautiful glammed up and also when you are not.	0
Apparently conservatives are now automatically guilty of any crime or assault that shows up from no where at the last possible minute. We are no longer presumed innocent until proven otherwise.	0
And we I will salute Jim Carey by boycotting his movies and media!	0
Comey has pissed on the us Constitution..he is a rat and needs to go away or face consequences	1
IT'S TRUE! MAGA NoCollusion URL	0
Fallon is a woosy	1
Manhattan Liberals Bus North to Campaign for Dem Congressional Candidate via URL college MAGA DonaldTrump	0
There is a worse gang then MS 13 and thier based out of DC... what has he done about people assulting Trump supporters? Antifa surley has broken people civil rights...he gone Trump can and will fire him ..mater if time.	0
Liberals Demonuts will never learn. Conservatives always will find the Truth and blow their whole story.	0
CNN is evil. A true enemy of the people. I can’t believe there are people who still take them seriously.	1
Why to the cowards not list ANTIFA on their profiles. Cowards or terrorist or both... I’ll go with both!	1
Proud of President Trump!!! MAGA TRUMP 2020 URL	0
When your bio is the most relevant piece of shit ever	0
maybe not where you are.	0
How about Sessions indict him and his cohorts for Operation Fast and Furious	0
...wondering what shit on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!	1
omg bobbybrown sister leolahbrown is not having it with bet Bobby roe story she is calling out his ex-wife for fabrication and lies celebnmusic247 celebritynews breakingnews news thebobbybrownstory URL URL	0
Eric Holder......Globalist Evil personified.	1
She is.	0
. used his LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of and the The are the only party who DemandBetter for Britain URL	0
But really....well Hold on. Let me go comment on some girls photo with her boobs hangin out.	1
let me nigga fish in peace damn	1
This guy is a disgusting little perv. MAGA URL	1
Like Antifa hiding their faces?	0
This is what I get from Twitter liberals. URL	0
NIGGA hit em wit the o well lowkie	1
WashingtonPost broke the story therapist notes Miss Ford stated four men assaulted her now it's two VoteDemsOut to end DirtyTricks stop what's wrong with DC Kavanaugh maga FoxNews Liar CNN msnbc SenFlake Wrong to use MeToo for politics ChristineBlaseyFord URL	1
Yeah probably views groups like Antifa and EFF as moderates. People who are against farm murders are labeled just as extreme as people singing songs about actually killing those farmers. Crazy times we live in.	1
. Liberals attack private lives when they can't attack policies. URL	0
He is like “Holy jesus fucken Christ”	1
I think you are overlooking the fact the Democrats had both houses of congress and the presidency and did nothing. But gun control would work as well as the war on drugs has.	0
But to go all antifa on ppl like friggen Milo? I don't buy that conservatives who like medicare don blackout and then going millennials for antifa protests.	1
"Maybe I'm wrong, but didn't you take an oath to preserve and uphold the constitution? Take your people control (it's not gun control) and gtfo with your crazy. Steve Willeford says hi"". Don't know the name? Perhaps Google it and realize how stupid you are."""	1
It’s easier for Pod to believe both sides are terrible. Then he doesn’t have to honestly look at the conservatives.	1
Luckily you’re in one of the safest seats. It allows you to be flippant/dismissive when it comes to opposing views. Still not heard a cohesive alternative plan from you though... brexitshambles	0
He lost his virginity This process has been turned into a clown show Protestors democrats paid for was unethical There hate shows in everyway TRUMP denounced Natzi group and bad on both sides which is true But democrats refuse to denounce Antifa a democratic domestic terror-	1
Fuck em all. Complete morons	1
I think he is on crack!	1
Weird California has all the best gun control	0
You are so dope man	1
So much ass tho	1
You make no sense. “Antifa” is a cut-down word for ANTI-fascist. NAZIs are Hitler fascists by definition. Many so-called right-wingers tend to fascist views. Trump does. Just listen to him. The so-called left is far from fascist.	1
